area,area_title,prim_state,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
23,Maine,ME,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7330,2.5,11.789,0.85,27.65,57500,2.1,18.42,23.42,32.03,38300,48700,66610
24,Maryland,MD,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,30990,2.8,11.576,0.83,35.26,73340,1.3,21.39,30.93,44.66,44480,64340,92890
25,Massachusetts,MA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,49920,2,13.702,0.99,39.28,81700,3.1,23.02,31.61,45.67,47880,65760,94990
26,Michigan,MI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,53670,1.7,12.343,0.89,27.56,57330,1.1,16.77,23.1,32.81,34880,48040,68250
27,Minnesota,MN,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,36160,2.2,12.551,0.9,31.56,65640,1.3,19.22,28.16,37.72,39970,58580,78460
28,Mississippi,MS,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,9360,3.4,8.14,0.59,24.07,50060,3.8,13.97,18.46,28.12,29050,38390,58490
29,Missouri,MO,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,35720,2.1,12.417,0.9,31.76,66070,1.3,17.42,24.01,34.92,36230,49930,72640
30,Montana,MT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7420,2.7,14.782,1.07,29.3,60950,14.8,16.19,22.11,29.57,33680,45980,61500
31,Nebraska,NE,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,11300,2.1,11.29,0.81,25.99,54060,1.5,16.94,22.88,30.43,35230,47580,63300
32,Nevada,NV,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,21950,3.4,14.816,1.07,33.47,69610,6.6,18.32,25.48,37,38110,52990,76960
33,New Hampshire,NH,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7170,2.8,10.616,0.77,29.49,61330,2.7,18.23,25.36,36,37920,52750,74880
34,New Jersey,NJ,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,52800,2.6,12.564,0.91,38.48,80040,1.3,22.72,32.34,46.83,47250,67270,97400
35,New Mexico,NM,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,9030,4.7,10.685,0.77,30.33,63090,9.4,16.87,22.66,34.24,35100,47130,71220
36,New York,NY,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,212540,1.4,22.627,1.63,49.49,102950,2.7,25.52,37.92,57.69,53070,78870,120000
37,North Carolina,NC,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,54730,1.5,11.413,0.82,29.72,61820,2.2,17.67,24.6,35.61,36740,51170,74070
38,North Dakota,ND,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5210,2.7,12.479,0.9,24.76,51500,15.2,16.64,21.89,29.68,34610,45540,61740
39,Ohio,OH,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,65530,1.7,11.982,0.86,28.64,59570,3.9,16.11,22.17,31.52,33500,46110,65560
40,Oklahoma,OK,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,16830,2.5,10.113,0.73,25.75,53570,1.3,16.21,22.31,29.98,33720,46410,62350
41,Oregon,OR,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,29930,3.6,15.404,1.11,35.47,73770,3.4,21.3,28.65,39.24,44300,59590,81620
42,Pennsylvania,PA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,66400,2.1,11.162,0.8,29.64,61640,1.6,18.11,24.55,35.49,37660,51050,73810
44,Rhode Island,RI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7030,5.8,14.404,1.04,35.25,73320,2.3,21.98,29.4,40.46,45720,61150,84150
45,South Carolina,SC,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,21160,2.6,9.519,0.69,25.92,53910,1.2,15.74,22.03,30.41,32730,45830,63250
46,South Dakota,SD,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4980,2.1,11.211,0.81,22.44,46670,1.3,15.94,20,26.23,33160,41600,54560
47,Tennessee,TN,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,37490,2.1,11.646,0.84,27.28,56750,2.1,15.36,21.95,31.51,31950,45650,65540
48,Texas,TX,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,139100,1.5,10.26,0.74,31.71,65950,3.3,17.42,24.34,35.97,36230,50620,74820
49,Utah,UT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,25310,3.5,15.076,1.09,29.29,60930,2.2,17.29,23.18,32.24,35970,48220,67070
50,Vermont,VT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5180,3.8,17.209,1.24,30.75,63960,1.8,21.41,26.95,34.37,44530,56050,71500
51,Virginia,VA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,53440,2.1,13.424,0.97,32.53,67660,2.1,18.92,27.5,39.32,39350,57200,81780
53,Washington,WA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,51450,3.2,14.719,1.06,38.63,80340,2.8,22.36,31.69,45.46,46500,65920,94550
54,West Virginia,WV,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5320,3.1,7.725,0.56,23.5,48880,2.6,14.66,18.62,26.55,30480,38730,55220
55,Wisconsin,WI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,31840,2.1,11.034,0.8,26.73,55600,1.1,17.63,23.76,31.02,36680,49420,64510
56,Wyoming,WY,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2380,3,8.703,0.63,28.8,59910,1.9,17.5,24.57,33.41,36410,51100,69500
1,Alabama,AL,29-0000,Healthcare Practitioners and Technical Occupations,major,135470,0.7,65.985,1.08,37.29,77570,0.8,22.39,30.01,39.21,46570,62420,81560
2,Alaska,AK,29-0000,Healthcare Practitioners and Technical Occupations,major,20310,1.4,65.169,1.07,55.54,115510,1.4,30.14,48.44,60.74,62690,100760,126330
4,Arizona,AZ,29-0000,Healthcare Practitioners and Technical Occupations,major,190040,1.1,60.721,0.99,49.44,102840,1.8,28.93,40.02,51.09,60180,83230,106270
5,Arkansas,AR,29-0000,Healthcare Practitioners and Technical Occupations,major,87210,0.7,68.599,1.12,37.5,78010,1,22.8,30.82,39.72,47420,64100,82610
6,California,CA,29-0000,Healthcare Practitioners and Technical Occupations,major,955900,1.4,53.266,0.87,61.54,128010,1.3,35.49,53.61,77.38,73820,111500,160960
8,Colorado,CO,29-0000,Healthcare Practitioners and Technical Occupations,major,154780,1,54.655,0.89,50.09,104180,1.1,31.33,41.7,52.36,65170,86740,108920
9,Connecticut,CT,29-0000,Healthcare Practitioners and Technical Occupations,major,111200,1.2,66.975,1.1,55.54,115520,1.9,33.43,46.13,58.74,69530,95940,122180
10,Delaware,DE,29-0000,Healthcare Practitioners and Technical Occupations,major,31360,1.3,66.835,1.09,50.55,105140,1.2,31.76,40.91,52.77,66060,85090,109760
11,District of Columbia,DC,29-0000,Healthcare Practitioners and Technical Occupations,major,28730,2.5,40.937,0.67,58.6,121900,1.8,35.31,47.74,61.23,73430,99300,127360
12,Florida,FL,29-0000,Healthcare Practitioners and Technical Occupations,major,627180,0.5,65.548,1.07,46.49,96700,0.9,25.64,37.54,48.68,53340,78090,101260
13,Georgia,GA,29-0000,Healthcare Practitioners and Technical Occupations,major,284090,1.1,59.709,0.98,47.28,98350,1.7,27.13,38.13,50.42,56430,79310,104880
15,Hawaii,HI,29-0000,Healthcare Practitioners and Technical Occupations,major,34370,1.7,55.711,0.91,60.49,125820,3.6,31.71,48.9,66.27,65960,101720,137840
16,Idaho,ID,29-0000,Healthcare Practitioners and Technical Occupations,major,45690,1.9,55.54,0.91,43.03,89490,1,23.88,36.91,47.5,49670,76760,98790
17,Illinois,IL,29-0000,Healthcare Practitioners and Technical Occupations,major,373600,0.8,62.146,1.02,46.48,96680,1.1,29.42,38.58,49.38,61200,80250,102700
18,Indiana,IN,29-0000,Healthcare Practitioners and Technical Occupations,major,202560,0.8,64.167,1.05,46.41,96520,0.8,26.78,36.14,48.23,55710,75160,100310
19,Iowa,IA,29-0000,Healthcare Practitioners and Technical Occupations,major,90090,0.8,58.317,0.95,42.44,88270,1.1,26.16,32.59,41.45,54420,67780,86210
20,Kansas,KS,29-0000,Healthcare Practitioners and Technical Occupations,major,90660,0.9,64.207,1.05,41.44,86190,1.5,25.12,33.34,43.15,52250,69340,89760
21,Kentucky,KY,29-0000,Healthcare Practitioners and Technical Occupations,major,140350,0.8,71.494,1.17,42.57,88540,1.1,24.24,35.16,45.84,50420,73120,95350
22,Louisiana,LA,29-0000,Healthcare Practitioners and Technical Occupations,major,122930,0.8,66.381,1.09,40.12,83460,0.8,23.54,31.59,42.43,48950,65710,88250
23,Maine,ME,29-0000,Healthcare Practitioners and Technical Occupations,major,40670,1.2,65.416,1.07,47.92,99680,1.2,30.23,38.36,49.06,62890,79780,102050
24,Maryland,MD,29-0000,Healthcare Practitioners and Technical Occupations,major,165180,1,61.692,1.01,53.51,111300,1.8,31.26,42.16,58.93,65010,87700,122580
25,Massachusetts,MA,29-0000,Healthcare Practitioners and Technical Occupations,major,246530,0.9,67.665,1.11,55.7,115850,1.2,34.32,45.36,62.92,71380,94350,130860
26,Michigan,MI,29-0000,Healthcare Practitioners and Technical Occupations,major,289180,0.5,66.51,1.09,46.03,95730,0.9,29.06,37.91,48.04,60440,78860,99930
27,Minnesota,MN,29-0000,Healthcare Practitioners and Technical Occupations,major,184410,0.8,64.008,1.05,52.82,109870,1.5,30.81,41.75,53.06,64070,86840,110350
28,Mississippi,MS,29-0000,Healthcare Practitioners and Technical Occupations,major,84280,1.2,73.288,1.2,38.69,80460,1.5,22.48,30.03,39.54,46760,62470,82240
29,Missouri,MO,29-0000,Healthcare Practitioners and Technical Occupations,major,196660,0.8,68.37,1.12,41.98,87320,1.4,25.18,34.56,45.17,52380,71890,93950
30,Montana,MT,29-0000,Healthcare Practitioners and Technical Occupations,major,30440,1.1,60.677,0.99,45.85,95370,1.2,27.87,37.46,47.83,57970,77910,99490
31,Nebraska,NE,29-0000,Healthcare Practitioners and Technical Occupations,major,63050,0.9,62.999,1.03,44.96,93520,1.3,28.18,36.78,46.14,58610,76500,95960
32,Nevada,NV,29-0000,Healthcare Practitioners and Technical Occupations,major,74860,1.3,50.517,0.83,49.09,102110,2.5,28.72,41.57,55.16,59740,86460,114730
33,New Hampshire,NH,29-0000,Healthcare Practitioners and Technical Occupations,major,42820,2.4,63.416,1.04,52.28,108750,1.3,31.66,40.77,52.01,65850,84800,108180
34,New Jersey,NJ,29-0000,Healthcare Practitioners and Technical Occupations,major,249000,1.1,59.255,0.97,52.42,109040,1.1,32.41,46.23,59.53,67410,96160,123820
35,New Mexico,NM,29-0000,Healthcare Practitioners and Technical Occupations,major,49480,1.2,58.51,0.96,48.61,101100,1.1,27.98,39.37,51.98,58190,81890,108120
36,New York,NY,29-0000,Healthcare Practitioners and Technical Occupations,major,564450,1.1,60.094,0.98,53.94,112190,0.8,32.29,46.18,61.74,67170,96050,128430
37,North Carolina,NC,29-0000,Healthcare Practitioners and Technical Occupations,major,301590,0.5,62.897,1.03,44.3,92140,0.5,26.85,36.7,48.28,55840,76340,100420
38,North Dakota,ND,29-0000,Healthcare Practitioners and Technical Occupations,major,27280,1.2,65.349,1.07,42.27,87920,1.5,27.91,35.28,41.65,58050,73380,86630
39,Ohio,OH,29-0000,Healthcare Practitioners and Technical Occupations,major,388290,0.5,70.996,1.16,46.29,96280,1,28.17,37.26,47.34,58580,77500,98460
40,Oklahoma,OK,29-0000,Healthcare Practitioners and Technical Occupations,major,105480,0.9,63.38,1.04,44.62,92810,1.6,23.91,33.55,46.51,49730,69780,96740
41,Oregon,OR,29-0000,Healthcare Practitioners and Technical Occupations,major,105610,1.1,54.352,0.89,58.59,121860,1.3,36.6,49.62,62.21,76120,103200,129400
42,Pennsylvania,PA,29-0000,Healthcare Practitioners and Technical Occupations,major,415980,1.1,69.931,1.14,46.71,97160,1.1,28.55,37.92,49.25,59380,78870,102440
44,Rhode Island,RI,29-0000,Healthcare Practitioners and Technical Occupations,major,33340,1.6,68.286,1.12,49.96,103910,1.4,32.45,41.39,52.93,67500,86090,110080
45,South Carolina,SC,29-0000,Healthcare Practitioners and Technical Occupations,major,142130,0.6,63.939,1.05,44.06,91640,1,24.92,36.39,46.43,51840,75700,96580
46,South Dakota,SD,29-0000,Healthcare Practitioners and Technical Occupations,major,34830,0.8,78.37,1.28,40.79,84840,0.9,26.02,32.15,39.96,54130,66860,83120
47,Tennessee,TN,29-0000,Healthcare Practitioners and Technical Occupations,major,208550,0.8,64.786,1.06,44.14,91820,2.1,24.02,33.34,46.83,49950,69340,97410
48,Texas,TX,29-0000,Healthcare Practitioners and Technical Occupations,major,746510,0.6,55.061,0.9,45.45,94540,0.8,26.65,37.99,49.54,55420,79020,103040
49,Utah,UT,29-0000,Healthcare Practitioners and Technical Occupations,major,80400,1.1,47.893,0.78,44.1,91720,1.9,24.59,37.12,48.17,51150,77200,100200
50,Vermont,VT,29-0000,Healthcare Practitioners and Technical Occupations,major,20560,1.4,68.351,1.12,47.72,99260,1.2,29.78,39.37,50.79,61940,81900,105650
51,Virginia,VA,29-0000,Healthcare Practitioners and Technical Occupations,major,221550,1,55.65,0.91,47.33,98440,1.5,28.2,38.46,50.78,58660,79990,105630
53,Washington,WA,29-0000,Healthcare Practitioners and Technical Occupations,major,188090,1,53.81,0.88,58.05,120740,1.4,36.42,48.83,63.02,75760,101560,131080
54,West Virginia,WV,29-0000,Healthcare Practitioners and Technical Occupations,major,60410,1,87.718,1.43,41.24,85790,1.5,22.85,31.33,43.44,47520,65160,90350
55,Wisconsin,WI,29-0000,Healthcare Practitioners and Technical Occupations,major,181060,0.8,62.737,1.03,50.96,106000,1,29.38,38.53,49.42,61110,80130,102800
56,Wyoming,WY,29-0000,Healthcare Practitioners and Technical Occupations,major,15010,1.8,54.834,0.9,46.82,97390,1.1,28.07,37.48,48.63,58390,77970,101140
1,Alabama,AL,29-9091,Athletic Trainers,detailed,370,12.7,0.178,0.95,*,53590,1.7,*,*,*,45710,51600,57640
2,Alaska,AK,29-9091,Athletic Trainers,detailed,60,35,0.205,1.09,*,70580,5.2,*,*,*,60390,74570,77480
4,Arizona,AZ,29-9091,Athletic Trainers,detailed,690,9.4,0.221,1.18,*,64890,2.4,*,*,*,50280,61520,80130
5,Arkansas,AR,29-9091,Athletic Trainers,detailed,180,5.2,0.141,0.75,*,51500,1.3,*,*,*,41600,48810,57970
6,California,CA,29-9091,Athletic Trainers,detailed,1760,6.2,0.098,0.52,*,72840,1.2,*,*,*,61180,72370,77450
8,Colorado,CO,29-9091,Athletic Trainers,detailed,480,11.9,0.17,0.91,*,64520,2.9,*,*,*,51870,60120,67340
9,Connecticut,CT,29-9091,Athletic Trainers,detailed,390,27.8,0.234,1.25,*,63380,1.4,*,*,*,58080,61240,65050
10,Delaware,DE,29-9091,Athletic Trainers,detailed,110,24,0.229,1.22,*,56270,3.8,*,*,*,50290,53840,61750
11,District of Columbia,DC,29-9091,Athletic Trainers,detailed,120,7.6,0.171,0.91,*,89720,2.2,*,*,*,57630,69940,100770
12,Florida,FL,29-9091,Athletic Trainers,detailed,1410,8,0.147,0.78,*,56480,1.5,*,*,*,48900,55210,60320
13,Georgia,GA,29-9091,Athletic Trainers,detailed,1400,10.1,0.294,1.57,*,66270,1.7,*,*,*,50380,59400,76480
15,Hawaii,HI,29-9091,Athletic Trainers,detailed,170,5.3,0.269,1.43,*,60800,0.9,*,*,*,38250,68240,72800
16,Idaho,ID,29-9091,Athletic Trainers,detailed,100,23.6,0.121,0.65,*,64450,4.8,*,*,*,52990,60110,69310
17,Illinois,IL,29-9091,Athletic Trainers,detailed,1000,5.6,0.166,0.88,*,72320,6.6,*,*,*,50980,61110,72460
18,Indiana,IN,29-9091,Athletic Trainers,detailed,760,10.4,0.242,1.29,*,55380,0.9,*,*,*,47090,52650,58340
19,Iowa,IA,29-9091,Athletic Trainers,detailed,270,5.9,0.173,0.92,*,51970,1.2,*,*,*,43500,49230,57680
20,Kansas,KS,29-9091,Athletic Trainers,detailed,390,4.9,0.278,1.48,*,52710,0.7,*,*,*,46300,52600,59360
21,Kentucky,KY,29-9091,Athletic Trainers,detailed,560,10.3,0.284,1.51,*,53150,1.1,*,*,*,46390,49490,57300
22,Louisiana,LA,29-9091,Athletic Trainers,detailed,310,21.8,0.168,0.89,*,54980,4,*,*,*,49380,52260,59220
23,Maine,ME,29-9091,Athletic Trainers,detailed,190,23.4,0.313,1.67,*,57890,2,*,*,*,49250,56430,62440
24,Maryland,MD,29-9091,Athletic Trainers,detailed,240,6.2,0.091,0.49,*,61400,1.6,*,*,*,49990,58490,68940
25,Massachusetts,MA,29-9091,Athletic Trainers,detailed,610,36.6,0.168,0.9,*,66550,4.3,*,*,*,50740,61850,75790
26,Michigan,MI,29-9091,Athletic Trainers,detailed,770,6.8,0.177,0.94,*,57500,0.9,*,*,*,47720,53820,61070
27,Minnesota,MN,29-9091,Athletic Trainers,detailed,1310,12.8,0.453,2.42,*,62050,1.3,*,*,*,59660,60620,63280
28,Mississippi,MS,29-9091,Athletic Trainers,detailed,300,14.7,0.259,1.38,*,52670,0.7,*,*,*,48270,51100,58590
29,Missouri,MO,29-9091,Athletic Trainers,detailed,410,12.1,0.142,0.76,*,55480,1.3,*,*,*,46120,49750,62270
30,Montana,MT,29-9091,Athletic Trainers,detailed,40,8.8,0.084,0.45,*,55230,1.3,*,*,*,42630,48960,67070
31,Nebraska,NE,29-9091,Athletic Trainers,detailed,260,9.4,0.257,1.37,*,58760,1,*,*,*,49450,55630,62590
32,Nevada,NV,29-9091,Athletic Trainers,detailed,150,35.2,0.101,0.54,*,49240,9.1,*,*,*,34170,50100,63500
33,New Hampshire,NH,29-9091,Athletic Trainers,detailed,130,3.2,0.19,1.01,*,55900,1,*,*,*,49660,54000,63460
34,New Jersey,NJ,29-9091,Athletic Trainers,detailed,600,14,0.142,0.76,*,77540,4.1,*,*,*,59030,71480,96700
35,New Mexico,NM,29-9091,Athletic Trainers,detailed,80,10.3,0.098,0.52,*,65160,3.4,*,*,*,48430,63770,76070
36,New York,NY,29-9091,Athletic Trainers,detailed,960,8.8,0.102,0.54,*,71410,3.7,*,*,*,52820,62300,78170
37,North Carolina,NC,29-9091,Athletic Trainers,detailed,1110,5.8,0.232,1.24,*,52700,1,*,*,*,45530,50750,58700
38,North Dakota,ND,29-9091,Athletic Trainers,detailed,100,4.3,0.24,1.28,*,55000,1.3,*,*,*,47490,53990,57330
39,Ohio,OH,29-9091,Athletic Trainers,detailed,1750,9.4,0.32,1.71,*,58550,1.1,*,*,*,50090,57780,63840
40,Oklahoma,OK,29-9091,Athletic Trainers,detailed,330,21.6,0.2,1.07,*,66130,12.6,*,*,*,40620,59940,80030
41,Oregon,OR,29-9091,Athletic Trainers,detailed,170,9.5,0.087,0.47,*,67960,3.5,*,*,*,52650,60870,70480
42,Pennsylvania,PA,29-9091,Athletic Trainers,detailed,2310,16.5,0.389,2.07,*,56780,2.4,*,*,*,47790,54590,61760
44,Rhode Island,RI,29-9091,Athletic Trainers,detailed,70,6.5,0.135,0.72,*,60990,1.2,*,*,*,48670,60110,66620
45,South Carolina,SC,29-9091,Athletic Trainers,detailed,440,6.9,0.196,1.04,*,56850,1,*,*,*,47660,56220,62390
46,South Dakota,SD,29-9091,Athletic Trainers,detailed,150,17.7,0.34,1.81,*,52720,2.2,*,*,*,44840,50600,60190
47,Tennessee,TN,29-9091,Athletic Trainers,detailed,570,9.3,0.177,0.95,*,56450,1.5,*,*,*,49000,54010,63480
48,Texas,TX,29-9091,Athletic Trainers,detailed,2430,2.1,0.18,0.96,*,64040,1.1,*,*,*,55650,61260,72950
49,Utah,UT,29-9091,Athletic Trainers,detailed,310,11.6,0.183,0.98,*,61260,1.4,*,*,*,52790,59480,64810
50,Vermont,VT,29-9091,Athletic Trainers,detailed,130,10.5,0.444,2.37,*,59960,1.8,*,*,*,53100,56920,65690
51,Virginia,VA,29-9091,Athletic Trainers,detailed,660,8.5,0.166,0.88,*,65720,1.4,*,*,*,48570,58910,69990
53,Washington,WA,29-9091,Athletic Trainers,detailed,440,10.4,0.126,0.67,*,59110,2.4,*,*,*,52050,56160,65840
54,West Virginia,WV,29-9091,Athletic Trainers,detailed,180,6.7,0.267,1.43,*,46590,1.7,*,*,*,38650,44450,51110
55,Wisconsin,WI,29-9091,Athletic Trainers,detailed,700,16.4,0.241,1.28,*,61120,0.9,*,*,*,56510,61730,64740
56,Wyoming,WY,29-9091,Athletic Trainers,detailed,60,10,0.205,1.09,*,52970,3.3,*,*,*,40410,49330,58860
1,Alabama,AL,31-0000,Healthcare Support Occupations,major,70170,1.2,34.178,0.73,15.25,31730,0.7,12,14.43,17.21,24960,30000,35790
2,Alaska,AK,31-0000,Healthcare Support Occupations,major,12200,1.8,39.148,0.84,22.48,46760,0.8,17.61,20.76,24.55,36620,43180,51070
4,Arizona,AZ,31-0000,Healthcare Support Occupations,major,131920,1.6,42.15,0.91,18.85,39210,0.5,15.43,17.38,20.97,32100,36160,43610
5,Arkansas,AR,31-0000,Healthcare Support Occupations,major,50500,1.1,39.721,0.85,16.04,33360,0.8,13.23,14.55,17.16,27510,30270,35690
6,California,CA,31-0000,Healthcare Support Occupations,major,1180570,0.8,65.785,1.41,19.37,40280,0.4,16.12,16.65,21.04,33530,34640,43770
8,Colorado,CO,31-0000,Healthcare Support Occupations,major,99190,1.3,35.025,0.75,20.78,43230,0.5,17.33,19.1,22.53,36040,39730,46860
9,Connecticut,CT,31-0000,Healthcare Support Occupations,major,84830,1.1,51.092,1.1,20.12,41840,0.7,17.25,18.41,21.99,35870,38280,45740
10,Delaware,DE,31-0000,Healthcare Support Occupations,major,20750,2,44.211,0.95,17.94,37300,0.6,14.17,16.92,19.93,29480,35190,41450
11,District of Columbia,DC,31-0000,Healthcare Support Occupations,major,18230,5.2,25.979,0.56,20.47,42570,1.1,17.56,18.32,22.63,36520,38100,47070
